Day,Month,Year,origDistrictAddress,gglCountry,Type,DisasterID,TotAffected,gglAddress
24,3,2005,Anosy,Madagascar,Flood,2005-0165-MDG,900,"Taolagnaro, Madagascar"
25,12,2006,Boeny,Madagascar,Storm,2006-0687-MDG,138,"Mahajanga, Madagascar"
25,12,2006,Sava,Madagascar,Storm,2006-0687-MDG,166,"Sambava, Madagascar"
26,1,2004,Analamanga,Madagascar,Storm,2004-0029-MDG,17268,"Antananarivo, Madagascar"
26,1,2004,Atsimo-Andrefana,Madagascar,Storm,2004-0029-MDG,8586,"Toliara, Madagascar"
26,1,2004,Atsinanana,Madagascar,Storm,2004-0029-MDG,7084,"Toamasina, Madagascar"
26,1,2004,Boeny,Madagascar,Storm,2004-0029-MDG,4444,"Mahajanga, Madagascar"
26,1,2004,Haute Matsiatra,Madagascar,Storm,2004-0029-MDG,6907,"Fianarantsoa, Madagascar"
26,2,2012,Alaotra-Mangoro,Madagascar,Storm,2012-0056-MDG,8883,"Ambatondrazaka, Madagascar"
26,2,2012,Analamanga,Madagascar,Storm,2012-0056-MDG,25598,"Antananarivo, Madagascar"
26,2,2012,Analanjirofo,Madagascar,Storm,2012-0056-MDG,8153,"Fenoarivo Atsinanana, Madagascar"
26,2,2012,Anosy,Madagascar,Storm,2012-0056-MDG,5726,"Taolagnaro, Madagascar"
26,2,2012,Atsimo-Atsinanana,Madagascar,Storm,2012-0056-MDG,7264,"Farafangana, Madagascar"
26,2,2012,Diana,Madagascar,Storm,2012-0056-MDG,6295,"Antsiranana, Madagascar"
26,2,2012,Sava,Madagascar,Storm,2012-0056-MDG,7945,"Sambava, Madagascar"
26,2,2012,Vatovavy,Madagascar,Storm,2012-0056-MDG,4993,"Mananjary, Madagascar"
26,2,2012,Vatovavy-Fitovinany,Madagascar,Storm,2012-0056-MDG,10159,"Manakara, Madagascar"
27,2,2015,Analamanga,Madagascar,Flood,2015-0057-MDG,24000,"Antananarivo, Madagascar"
27,1,2008,Analamanga,Madagascar,Storm,2008-0043-MDG,6413,"Antananarivo, Madagascar"
27,1,2008,Boeny,Madagascar,Storm,2008-0043-MDG,1651,"Mahajanga, Madagascar"
27,1,2008,Melaky,Madagascar,Storm,2008-0043-MDG,549,"Maintirano, Madagascar"
28,1,1982,Atsimo-Andrefana,Madagascar,Storm,1982-0147-MDG,34763,"Toliara, Madagascar"
28,1,1982,Menabe,Madagascar,Storm,1982-0147-MDG,13537,"Morondava, Madagascar"
28,1,1982,Sava,Madagascar,Storm,1982-0147-MDG,21700,"Sambava, Madagascar"
29,12,1986,Analamanga,Madagascar,Flood,1986-0144-MDG,28223,"Antananarivo, Madagascar"
29,1,2003,Analanjirofo,Madagascar,Storm,2003-0065-MDG,83,"Fenoarivo Atsinanana, Madagascar"
29,1,2003,Atsimo-Atsinanana,Madagascar,Storm,2003-0065-MDG,74,"Farafangana, Madagascar"
29,1,2003,Atsinanana,Madagascar,Storm,2003-0065-MDG,107,"Toamasina, Madagascar"
29,1,2003,Sava,Madagascar,Storm,2003-0065-MDG,81,"Sambava, Madagascar"
29,1,2003,Vatovavy,Madagascar,Storm,2003-0065-MDG,51,"Mananjary, Madagascar"
29,1,2003,Vatovavy-Fitovinany,Madagascar,Storm,2003-0065-MDG,104,"Manakara, Madagascar"
29,3,2014,Betsiboka,Madagascar,Storm,2014-0092-MDG,170,"Maevatanana, Madagascar"
29,3,2014,Boeny,Madagascar,Storm,2014-0092-MDG,402,"Mahajanga, Madagascar"
29,3,2014,Diana,Madagascar,Storm,2014-0092-MDG,384,"Antsiranana, Madagascar"
29,3,2014,Melaky,Madagascar,Storm,2014-0092-MDG,134,"Maintirano, Madagascar"
29,3,2014,Sofia,Madagascar,Storm,2014-0092-MDG,647,"Antsohihy, Madagascar"
30,1,2013,Analanjirofo,Madagascar,Storm,2013-0026-MDG,765,"Fenoarivo Atsinanana, Madagascar"
30,1,2013,Atsimo-Atsinanana,Madagascar,Storm,2013-0026-MDG,681,"Farafangana, Madagascar"
30,1,2013,Atsinanana,Madagascar,Storm,2013-0026-MDG,985,"Toamasina, Madagascar"
30,1,2013,Sava,Madagascar,Storm,2013-0026-MDG,745,"Sambava, Madagascar"
30,1,2013,Vatovavy,Madagascar,Storm,2013-0026-MDG,468,"Mananjary, Madagascar"
30,1,2013,Vatovavy-Fitovinany,Madagascar,Storm,2013-0026-MDG,953,"Manakara, Madagascar"
31,12,1989,Analanjirofo,Madagascar,Storm,1989-0122-MDG,10471,"Fenoarivo Atsinanana, Madagascar"
31,12,1989,Boeny,Madagascar,Storm,1989-0122-MDG,8461,"Mahajanga, Madagascar"
31,12,1989,Haute Matsiatra,Madagascar,Storm,1989-0122-MDG,13151,"Fianarantsoa, Madagascar"
31,12,1989,Ihorombe,Madagascar,Storm,1989-0122-MDG,3803,"Ihosy, Madagascar"
31,12,1989,Vatovavy,Madagascar,Storm,1989-0122-MDG,6412,"Mananjary, Madagascar"
31,12,1989,Vatovavy-Fitovinany,Madagascar,Storm,1989-0122-MDG,13047,"Manakara, Madagascar"
0,2,1998,Analamanga,Madagascar,Flood,1998-0086-MDG,7798,"Antananarivo, Madagascar"
0,2,1998,Atsimo-Andrefana,Madagascar,Flood,1998-0086-MDG,3877,"Toliara, Madagascar"
0,2,1998,Atsinanana,Madagascar,Flood,1998-0086-MDG,3199,"Toamasina, Madagascar"
0,2,1998,Boeny,Madagascar,Flood,1998-0086-MDG,2007,"Mahajanga, Madagascar"
0,2,1998,Haute Matsiatra,Madagascar,Flood,1998-0086-MDG,3119,"Fianarantsoa, Madagascar"
0,12,1999,Analamanga,Madagascar,Epidemic,1999-0710-MDG,1527,"Antananarivo, Madagascar"
0,12,1999,Atsimo-Andrefana,Madagascar,Epidemic,1999-0710-MDG,759,"Toliara, Madagascar"
0,12,1999,Boeny,Madagascar,Epidemic,1999-0710-MDG,393,"Mahajanga, Madagascar"
0,12,1999,Diana,Madagascar,Epidemic,1999-0710-MDG,376,"Antsiranana, Madagascar"
0,1,2008,Alaotra-Mangoro,Madagascar,Epidemic,2008-0345-MDG,75,"Ambatondrazaka, Madagascar"
0,1,2008,Analamanga,Madagascar,Epidemic,2008-0345-MDG,217,"Antananarivo, Madagascar"
0,1,2008,Anosy,Madagascar,Epidemic,2008-0345-MDG,49,"Taolagnaro, Madagascar"
0,1,2008,Itasy,Madagascar,Epidemic,2008-0345-MDG,54,"Miarinarivo, Madagascar"
0,1,2008,Vakinankaratra,Madagascar,Epidemic,2008-0345-MDG,125,"Antsirabe, Madagascar"
0,10,2009,Vatovavy,Madagascar,Epidemic,2009-0634-MDG,231,"Mananjary, Madagascar"
0,10,2009,Vatovavy-Fitovinany,Madagascar,Epidemic,2009-0634-MDG,471,"Manakara, Madagascar"
