depotCity,depotCountry,gglCountryAscii,depotGglAddressAscii,depotGglLat,depotGglLong,emdatCity,emdatCountry,gglCountryAscii,disasterGglAddressAscii,disasterGglLat,disasterGglLong,drivingTime_hrs,distance_km
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,39,1579
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,24,926
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,27,1120
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,18,724
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,25,1137
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,28,1322
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,41,1745
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,27,1173
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,20,792
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,21,761
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,23,892
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,12,558
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,16,758
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,11,509
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,1,63
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,30,1183
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,26,1319
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,19,868
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,3,165
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,17,829
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,22,1084
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,15,720
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,34,1454
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,19,801
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,22,995
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,13,599
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,19.6,1012
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,23,1197
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,35,1620
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,22,1048
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,14,667
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,15,636
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,17,767
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,30,1252
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,19,735
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,24,990
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,29,1138
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,0,0
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,15,622
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,11,315
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,27,1040
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,30,1307
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,34,1562
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,25,1085
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,49,2110
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,16,701
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,12,507
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,24,1010
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,30,1377
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,23,1167
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,50,2276
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,37,1686
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,20,825
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,15,579
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,12,417
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,22,1187
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,11,670
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,16,925
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,26,1275
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,15,623
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,0,0
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,9,597
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,23,1177
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,22,1242
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,27,1497
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,18,1020
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,41,2045
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,8,519
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,4,325
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,17,945
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,22.5,1312
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,15,985
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,43,2211
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,29,1621
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,13,760
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,11,716
Toliara,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,11,698
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,27,1336
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,15.6,815
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,21.35,1078
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,30,1424
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,8.68,321
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,6.7,285
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,13.8,746
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,28,1325
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,27,1391
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,32,1644
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,22.5,1169
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,46,2187
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,12.37,667
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,9.4,475
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,21.4,1093
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,27,1453
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,20.1,1136
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,48,2360
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,34,1768
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,17.68,908
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,16.5,866
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,15.5,848
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,22.83,1178
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,11.53,656
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,17.33,919
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,26,1264
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,12.96,531
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,2.68,126
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,9.7,587
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,23.71,1166
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,22.8,1232
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,28,1485
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,18.46,1010
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,42,2028
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,8.3,508
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,5.25,316
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,17.38,934
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,26,1361
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,16.01,977
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,44,2201
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,30,1608
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,13.61,749
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,12.35,707
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,11.43,689
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,30.75,1064
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,19.5,543
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,25.18,806
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,30.17,949
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,19.45,292
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,20.75,681
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,11.6,125.9
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,27.55,850
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,30.69,1118
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,35,1372
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,26.32,896
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,50,1914
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,18.02,471
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,15.95,356
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,25.25,821
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,30.75,1258
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,24.92,937
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,51,2088
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,38,1495
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,21.5,636
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,16.17,392
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,13.35,229
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,19,937
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,7,420
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,13,675
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,18,823
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,11,315
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,9,597
